음식,칼로리,지방,포화지방,단일불포화지방,다중불포화지방,탄수화물,당류,단백질,식이섬유,콜레스테롤,나트륨,수분
hyacinth beans cooked,227,1.1,0.2,0.076,0.5,40.2,0.0,15.8,0.0,0.0,0.0,0.003
cowpeas canned,185,1.3,0.3,0.1,0.6,32.7,0.0,11.4,7.9,0.0,0.7,191.1
pinto beans cooked,245,1.1,0.2,0.2,0.3,44.8,0.6,15.4,15.4,0.0,0.085,107.6
winged beans cooked,253,10.0,1.4,3.7,2.7,25.7,0.0,18.3,0.0,0.0,0.4,115.6
pinto beans raw,670,2.4,0.5,0.4,0.8,120.7,4.1,41.3,29.9,0.0,0.036,21.9
black turtle beans raw,624,1.7,0.4,0.1,0.7,116.4,3.9,39.1,28.5,0.0,0.041,20.2
fava beans raw,512,2.3,0.4,0.5,0.9,87.4,8.6,39.2,37.5,0.0,0.1,16.5
lima beans canned,190,0.4,0.095,0.087,0.2,35.9,0.0,11.9,11.6,0.0,0.8,185.8
hyacinth beans raw,722,3.5,0.6,0.2,1.5,127.6,0.0,50.2,53.8,0.0,0.073,19.7
white beans raw,673,1.7,0.4,0.1,0.7,121.7,4.3,47.2,30.7,0.0,0.051,22.9
snap beans canned,66,0.4,0.1,0.027,0.2,15.4,0.0,3.5,6.6,0.0,0.09,415.6
navy beans canned,296,1.1,0.3,0.073,0.5,53.6,0.7,19.7,13.4,0.0,1.2,184.6
mung beans raw,718,2.4,0.7,0.3,0.8,129.6,13.7,49.4,33.7,0.0,0.085,18.7
adzuki beans raw,648,1.0,0.4,0.034,0.2,123.9,0.0,39.1,25.0,0.0,0.06,26.5
black turtle beans cooked,241,0.6,0.2,0.002,0.3,45.0,0.6,15.1,15.4,0.0,0.06,121.6
pink lentils raw,662,4.2,0.7,1.0,2.2,113.6,0.0,47.9,20.7,0.0,0.092,22.6
yellow beans raw,676,5.1,1.3,0.4,2.2,119.0,0.0,43.1,49.2,0.0,0.046,21.8
white beans cooked,249,0.6,0.2,0.044,0.3,44.9,0.6,17.4,11.3,0.0,0.045,112.9
lentils raw,678,2.0,0.3,0.4,1.0,115.4,3.9,49.5,58.6,0.0,0.039,20.0
cranberry beans cooked,241,0.8,0.2,0.088,0.4,43.3,0.0,16.5,17.7,0.0,0.4,114.4
chickpeas raw,728,12.1,1.3,2.7,5.4,121.3,21.4,38.6,34.8,0.0,0.005,23.1
lentils cooked,230,0.8,0.1,0.1,0.3,39.9,3.6,17.9,15.6,0.0,0.016,137.9
baked beans canned,239,0.9,0.2,0.2,0.3,53.7,20.2,12.1,10.4,0.0,0.9,182.9
cranberry beans canned,216,0.7,0.2,0.083,0.3,39.3,0.0,14.4,16.4,0.0,0.9,201.7
black beans cooked,227,0.9,0.2,0.02,0.4,40.8,0.0,15.2,15.0,0.0,0.008,113.1
lima beans cooked,216,0.7,0.2,0.022,0.3,39.3,5.5,14.7,13.2,0.0,0.012,131.2
mungo beans raw,706,3.4,0.2,0.2,2.2,122.1,0.0,52.2,37.9,0.0,0.004,22.4
pigeon peas raw,703,3.1,0.7,0.065,1.7,128.7,0.0,44.5,30.8,0.0,0.04,21.7
fava beans canned,182,0.6,0.092,0.1,0.2,31.8,0.0,14.0,9.5,0.0,1.2,205.6
yellow snap beans raw,31,0.1,0.097,0.094,0.013,7.1,0.0,1.8,3.4,0.0,0.085,90.3
snap beans raw,31,0.2,0.051,0.016,0.1,7.0,3.3,1.8,2.7,0.0,0.025,90.3
yellow snap beans canned,36,0.2,0.076,0.064,0.1,8.4,0.0,1.9,3.6,0.0,0.6,227.2
pigeon peas cooked,203,0.6,0.1,0.05,0.3,39.1,0.0,11.4,11.3,0.0,0.036,115.2
catjang cowpeas raw,573,3.5,0.9,0.3,1.5,99.6,0.0,39.8,17.9,0.0,0.07,18.5
navy beans cooked,255,1.1,0.2,0.3,0.9,47.4,0.7,15.0,19.1,0.0,0.4,116.1
mothbeans raw,672,3.2,0.7,0.3,1.5,120.6,0.0,45.0,0.0,0.0,0.001,19.0
cowpeas cooked,81,0.4,0.037,0.039,0.2,14.5,2.3,5.4,4.6,0.0,0.037,49.0
mothbeans cooked,207,1.0,0.2,0.062,0.5,37.1,0.0,13.8,0.0,0.0,0.086,122.5
french beans cooked,228,1.3,0.1,0.046,0.8,42.5,0.0,12.5,16.6,0.0,0.003,117.8
lima beans raw,602,1.2,0.3,0.1,0.6,112.8,15.1,38.2,33.8,0.0,0.078,18.1
winged beans raw,744,29.7,4.2,10.9,7.9,75.9,0.0,54.0,47.1,0.0,0.09,15.2
adzuki beans cooked,294,0.2,0.067,0.021,0.024,57.0,0.0,17.3,16.8,0.0,0.079,152.5
black beans raw,662,2.8,0.7,0.2,1.2,121.0,4.1,41.9,30.1,0.0,0.065,21.4
catjang cowpeas cooked,200,1.2,0.3,0.1,0.5,34.7,0.0,13.9,6.2,0.0,0.021,119.2
baby lima beans cooked,189,0.5,0.1,0.06,0.3,35.0,2.5,12.0,10.8,0.0,0.064,130.2
cowpeas raw,41,0.3,0.082,0.074,0.1,8.9,4.7,3.1,3.1,0.0,0.026,80.8
shellie beans canned,74,0.5,0.034,0.07,0.3,15.2,1.5,4.3,8.3,0.0,0.8,222.2
yardlong beans raw,579,2.2,0.6,0.2,0.9,103.4,0.0,40.6,18.4,0.0,0.057,14.1
pinto beans canned,197,1.3,0.3,0.3,0.5,36.4,2.4,11.0,11.0,0.0,0.6,187.7
chickpeas cooked,269,4.2,0.4,1.0,1.9,45.0,7.9,14.5,12.5,0.0,0.08,98.7
cranberry beans raw,653,2.4,0.6,0.2,1.0,117.1,0.0,44.9,48.2,0.0,0.014,24.2
mungo beans cooked,189,1.0,0.065,0.001,0.6,33.0,3.6,13.6,11.5,0.0,0.083,130.5
tamarinds,5,0.013,0.023,0.038,0.036,1.3,0.8,0.057,0.1,0.0,0.007,0.6
yellow snap beans cooked,44,0.4,0.037,0.065,0.2,9.9,4.5,2.4,4.1,0.0,0.096,111.5
yardlong beans cooked,202,0.8,0.2,0.027,0.3,36.1,0.0,14.2,6.5,0.0,0.059,117.6
bacon beef steak,146,12.5,4.5,6.2,1.2,0.2,0.2,8.2,0.0,28.9,0.4,6.1
lamb foreshank raw,912,60.7,26.4,24.9,4.8,0.0,0.0,85.8,0.0,326.6,0.3,304.0
bacon,106,10.2,0.0,0.0,0.0,0.2,0.2,3.3,0.0,0.0,0.1,11.7
lamb rib cooked,915,76.0,32.6,31.9,5.5,0.0,0.0,53.9,0.0,247.4,0.2,122.1
lamb shank raw,912,61.2,26.3,25.1,4.9,0.0,0.0,84.3,0.0,303.9,0.3,304.7
scrapple,60,3.9,1.3,1.7,0.5,4.0,0.063,2.3,0.052,13.9,0.1,17.7
chicken nuggets,61,4.1,0.7,1.5,1.3,3.0,0.039,3.2,0.2,8.6,0.1,9.3
ground lamb cooked,886,61.5,25.4,26.0,4.4,0.0,0.0,77.5,0.0,303.6,0.3,172.4
lamb meat cooked,678,45.0,18.6,19.1,3.2,0.0,0.0,63.8,0.0,240.0,0.2,139.6
meat extender,275,2.6,0.4,0.6,1.5,33.7,0.0,33.5,15.4,0.0,0.041,6.6
lamb leg raw,1043,77.4,33.7,31.8,6.1,0.0,0.0,81.2,0.0,313.0,0.3,291.8
lamb loin cooked,202,14.8,6.3,6.2,1.1,0.0,0.0,16.1,0.0,64.0,0.089,33.0
chicken patty,172,11.7,2.2,5.0,2.9,7.7,0.0,8.9,0.2,25.8,0.3,30.5
lamb shank roasted,605,33.5,13.7,14.2,2.4,0.0,0.0,71.0,0.0,242.1,0.2,163.2
barbecue loaf,40,2.0,0.7,1.0,0.2,1.5,0.0,3.6,0.0,8.5,0.3,14.9
lamb sirloin cooked,765,54.2,22.9,22.8,3.9,0.0,0.0,64.5,0.0,254.1,0.2,141.8
poultry salad,26,1.8,0.4,0.4,0.8,1.0,0.0,1.5,0.0,3.9,0.079,8.6
ground lamb raw,80,6.6,2.9,2.7,0.5,0.0,0.0,4.7,0.0,20.7,0.05,16.8
lamb loin raw,88,7.5,3.3,3.1,0.6,0.0,0.0,4.6,0.0,20.9,0.003,16.0
lamb sirloin raw,1234,100.3,44.1,41.2,7.8,0.0,0.0,76.8,0.0,326.6,0.3,273.5
sausage patty mcdonalds,115,11.2,3.6,4.7,1.4,0.4,0.1,4.3,0.0,20.9,0.2,11.7
lamb foreshank cooked,360,19.9,8.3,8.4,1.4,0.0,0.0,42.0,0.0,156.9,0.1,84.1
ham salad,97,7.0,2.3,3.2,1.2,4.8,0.0,3.9,0.0,16.7,0.5,28.2
lamb rib raw,1687,156.0,68.8,64.1,12.2,0.0,0.0,65.9,0.0,344.7,0.3,230.4
lamb shoulder raw,1198,97.3,42.1,39.9,7.8,0.0,0.0,75.2,0.0,326.6,0.3,278.5
lamb meat raw,1102,84.6,36.6,34.7,6.7,0.0,0.0,79.6,0.0,317.5,0.3,286.5
lamb shoulder cooked,750,53.5,22.5,21.9,4.4,0.0,0.0,62.5,0.0,252.9,0.2,98.5
mutton cooked,66,3.1,1.5,1.3,0.2,0.027,0.0,9.5,0.0,30.8,0.07,15.3
lamb leg cooked,684,43.7,18.3,18.4,3.1,0.0,0.0,67.7,0.0,246.5,0.2,152.3
beef stick,110,9.9,4.2,4.1,0.9,1.1,0.0,4.3,0.0,26.6,0.3,3.8
veal sirloin cooked,517,26.9,10.6,10.6,1.8,0.0,0.0,64.1,0.0,221.4,0.2,111.7
veal rib cooked,444,22.2,8.8,8.2,1.7,0.0,0.0,57.4,0.0,246.0,0.2,94.4
veal meat cooked,483,23.8,8.9,9.2,1.7,0.0,0.0,62.9,0.0,238.3,0.2,119.3
beef rib roasted,238,19.1,7.7,8.2,0.7,0.0,0.0,15.4,0.0,57.0,0.01,32.0
veal sirloin raw,689,35.4,15.2,13.8,2.3,0.0,0.0,86.5,0.0,353.8,0.3,325.9
beef top loin filet grilled,323,19.0,6.5,8.6,0.6,0.8,0.0,37.0,0.0,116.1,0.1,76.7
beef under blade steak cooked,983,46.7,17.9,22.6,2.3,0.0,0.0,140.8,0.0,480.4,0.3,260.9
mock tender steak raw,244,8.3,3.6,4.3,0.7,0.0,0.0,42.2,0.0,132.7,0.2,145.9
ground beef cooked,375,24.8,10.0,12.0,0.7,0.0,0.0,35.5,0.0,122.3,0.1,77.5
ground beef raw,1506,136.1,51.2,59.7,3.2,0.0,0.0,65.1,0.0,353.8,0.3,246.7
beef diced asda,48,0.7,0.3,0.0,0.0,10.5,0.054,0.0,0.0,0.0,0.0,0.0
veal rib raw,735,40.9,16.8,15.6,2.9,0.0,0.0,85.5,0.0,372.0,0.4,322.7
ground veal raw,41,1.9,0.8,0.7,0.1,0.0,0.0,5.5,0.0,23.2,0.029,20.6
t bone steak cooked,1049,74.1,30.3,33.3,3.3,0.0,0.0,89.3,0.0,301.3,0.2,197.8
veal leg round raw,531,14.0,5.4,5.1,1.1,0.0,0.0,95.2,0.0,353.8,0.3,339.3
beef top sirloin steak raw,1222,77.3,31.2,33.1,2.9,0.0,0.0,123.4,0.0,456.0,0.3,401.8
beef plate steak grilled,508,35.6,12.9,14.3,2.0,0.0,0.0,47.1,0.0,177.5,0.1,89.5
ground veal cooked,514,22.6,9.1,8.5,1.6,0.0,0.0,72.9,0.0,308.0,0.2,199.6
veal leg round cooked,574,17.2,6.9,6.4,1.3,0.0,0.0,98.4,0.0,364.5,0.2,150.9
porterhouse steak raw,1170,91.1,36.4,40.6,3.4,0.0,0.0,81.6,0.0,308.4,0.2,273.1
veal shank raw,513,15.8,4.8,5.7,1.6,0.0,0.0,86.9,0.0,340.2,0.4,348.9
veal breast cooked,753,47.5,18.5,22.7,3.2,0.0,0.0,76.3,0.0,319.8,0.2,158.3
corned beef canned,53,3.1,1.3,1.3,0.1,0.0,0.0,5.7,0.0,18.1,0.2,12.1
rib eye steak grilled,680,47.7,21.2,23.0,2.2,0.0,0.0,62.4,0.0,195.8,0.1,139.5
veal shoulder raw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t bone steak raw,1052,76.3,30.4,33.9,2.8,0.0,0.0,85.7,0.0,281.2,0.2,282.5
sirloin steak,324,14.1,5.2,6.1,1.1,0.0,0.0,49.5,0.0,144.4,0.6,99.9
mock tender steak cooked,137,4.9,1.5,2.3,0.3,0.0,0.0,21.9,0.0,55.3,0.028,55.7
beef round steak cooked,385,12.1,4.3,5.1,0.5,0.0,0.0,64.8,0.0,174.3,0.011,126.8
chuck blade roast raw,1125,88.0,35.5,38.6,3.2,0.0,0.0,77.8,0.0,322.1,0.3,277.7
beef shoulder steak raw,349,17.3,7.5,9.0,1.8,0.0,0.0,48.2,0.0,164.9,0.2,171.8
beef top blade cooked,184,10.0,3.3,4.6,0.4,0.0,0.0,21.9,0.0,51.9,0.002,52.3
corned beef cooked,53,4.0,1.3,1.9,0.1,0.006,0.0,3.8,0.0,20.6,0.2,12.6
beef round steak raw,753,36.0,14.2,15.5,1.4,0.0,0.0,100.1,0.0,313.0,0.3,313.2
beef shoulder steak grilled,155,5.8,2.5,3.0,0.6,0.0,0.0,24.0,0.0,68.9,0.014,54.4
chuck eye steak raw,856,62.8,26.7,29.7,4.5,0.0,0.0,72.4,0.0,261.1,0.3,247.6
beef bottom round steak cooked,980,35.1,12.1,14.7,1.5,0.0,0.0,155.8,0.0,426.4,0.2,261.0
porterhouse steak cooked,235,16.4,6.2,7.4,0.6,0.0,0.0,20.4,0.0,57.0,0.085,46.5
beef under blade steak raw,1235,80.8,32.6,37.4,5.9,0.0,0.0,126.8,0.0,431.0,0.3,241.6
beef plate steak raw,617,46.8,19.0,20.6,2.3,0.9,0.0,47.8,0.0,188.9,0.2,168.0
beef meat canned,111,7.9,3.9,3.6,0.4,0.0,0.0,9.2,0.0,34.7,0.095,27.5
beef breakfast strips raw,92,8.8,3.6,4.2,0.5,0.2,0.0,2.8,0.0,18.5,0.2,10.2
beef brisket cooked,589,43.6,16.8,19.4,1.5,0.0,0.0,46.0,0.0,165.5,0.1,88.3
corned beef raw,898,67.6,21.5,32.6,2.4,0.6,0.0,66.6,0.0,244.9,5.5,301.9
beef mince meat asda,55,3.1,1.3,0.0,0.0,6.8,0.054,0.0,0.0,0.0,0.0,0.0
pastrami beef fat free,9,0.1,0.0,0.036,0.099,0.1,0.0,1.9,0.0,4.5,0.005,7.1
rib eye steak raw,743,54.5,24.0,25.7,2.6,0.4,0.0,62.8,0.0,221.7,0.2,205.4
beef tenderloin steak cooked,374,24.0,9.4,10.0,0.9,0.0,0.0,37.0,0.0,135.8,0.061,78.5
chuck blade roast cooked,842,62.0,24.7,26.8,2.2,0.0,0.0,66.1,0.0,256.9,0.2,117.7
cured beef dried,4,0.019,0.086,0.088,0.007,0.06,0.006,0.9,0.0,2.2,0.049,1.5
beef flank steak cooked,380,17.5,7.2,7.1,0.7,0.0,0.0,51.8,0.0,152.3,0.068,119.1
chuck eye steak grilled,853,60.5,26.7,29.1,4.4,0.0,0.0,76.9,0.0,268.0,0.2,170.1
veal meat raw,653,30.7,12.7,11.7,2.2,0.0,0.0,87.8,0.0,372.0,0.4,330.4
veal loin cooked,80,4.9,1.9,1.9,0.3,0.0,0.0,8.5,0.0,33.4,0.001,14.7
veal loin raw,46,2.6,1.1,1.0,0.2,0.0,0.0,5.3,0.0,22.4,0.079,19.9
veal shoulder cooked,435,19.4,7.2,7.4,1.4,0.0,0.0,61.2,0.0,240.7,0.2,107.7
beef tenderloin steak raw,405,29.8,12.0,12.7,1.1,0.0,0.0,32.2,0.0,139.4,0.032,100.9
veal shank cooked,371,12.0,4.0,4.5,1.0,0.0,0.0,61.2,0.0,240.6,0.2,119.8
beef brisket raw,1139,86.5,34.2,38.6,3.0,0.0,0.0,83.6,0.0,308.4,0.3,277.1
pastrami beef,104,4.1,1.9,1.5,0.1,0.3,0.08,15.5,0.0,48.3,0.8,49.4
beef flank steak raw,47,2.3,1.0,1.0,0.038,0.0,0.0,6.0,0.0,19.2,0.054,19.7
beef top sirloin steak cooked,430,25.2,9.9,10.5,1.0,0.0,0.0,47.7,0.0,162.8,0.055,103.3
veal breast raw,943,66.9,26.7,32.5,4.3,0.0,0.0,79.2,0.0,322.1,0.3,307.0
beef rib raw,1433,123.8,51.2,53.0,4.5,0.0,0.0,73.8,0.0,322.1,0.2,247.3
beef jerky,82,5.1,2.2,2.3,0.2,2.2,1.8,6.6,0.4,9.6,0.4,4.7
beef breakfast strips cooked,51,3.9,1.6,1.9,0.2,0.2,0.0,3.5,0.0,13.4,0.3,3.0
pork olive loaf,66,4.6,1.6,2.2,0.5,2.6,0.0,3.3,0.0,10.6,0.3,16.3
beef luncheon meat jellied,31,0.9,0.4,0.4,0.034,0.0,0.0,5.3,0.0,9.5,0.4,20.9
turkey pastrami,38,1.8,0.5,0.6,0.5,0.5,1.0,4.6,0.062,19.4,0.3,20.4
pork salami,41,3.4,1.2,1.6,0.4,0.2,0.0,2.3,0.0,7.9,0.2,3.6
canadian style bacon raw,45,2.0,0.6,0.9,0.2,0.5,0.0,5.9,0.0,14.3,0.3,19.1
honey loaf,85,3.6,1.3,1.7,0.3,2.6,2.6,9.9,0.0,26.2,0.4,38.4
pork beef salami,37,3.1,1.1,1.4,0.5,0.076,0.008,2.1,0.0,10.6,0.2,4.0
beef pork bologna,92,7.4,2.8,3.2,0.3,1.6,1.3,4.6,0.0,18.0,0.3,15.6
pork beef salami cooked,41,3.2,1.1,1.4,0.3,0.3,0.1,2.7,0.0,10.9,0.2,5.6
pork breakfast strips raw,88,8.4,2.9,3.8,1.3,0.2,0.0,2.7,0.0,15.6,0.2,10.7
pickle pimiento loaf,86,6.1,2.0,2.7,1.1,3.2,3.2,4.3,0.6,22.0,0.4,22.9
luxury loaf,39,1.3,0.4,0.7,0.1,1.4,0.0,5.2,0.0,10.1,0.3,19.1
mortadella,47,3.8,1.4,1.7,0.5,0.5,0.0,2.5,0.0,8.4,0.2,7.8
pork bologna,69,5.6,1.9,2.7,0.6,0.2,0.0,4.3,0.0,16.5,0.3,17.0
turkey salami cooked,9,0.5,0.1,0.2,0.1,0.081,0.063,1.0,0.054,3.8,0.023,3.4
pepperoni beef,10,0.9,0.3,0.3,0.053,0.0,0.0,0.5,0.0,2.1,0.09,0.6
peppered loaf,42,1.8,0.6,0.9,0.1,1.3,1.3,4.9,0.0,13.1,0.2,19.2
luncheon meat beef,10,0.3,0.1,0.1,0.013,0.0,0.0,1.8,0.0,3.2,0.1,6.9
lebanon bologna,98,6.0,1.6,2.5,0.1,0.3,0.0,10.8,0.0,31.4,0.8,37.5
chicken pork bologna,94,8.6,2.8,3.7,1.2,1.2,0.0,2.9,0.0,24.4,0.3,14.2
turkey roll,40,1.9,0.6,0.6,0.5,0.6,0.0,4.9,0.0,14.9,0.1,18.9
beef salami cooked,68,5.8,2.6,2.8,0.3,0.5,0.4,3.3,0.0,18.5,0.3,15.6
yachtwurst cooked,150,12.7,4.4,0.0,0.0,0.8,0.0,8.3,0.0,35.8,0.5,32.6
italian salami,43,3.7,1.3,1.8,0.4,0.1,0.1,2.2,0.0,8.0,0.2,3.5
turkey ham,38,1.6,0.1,0.2,0.3,0.3,0.1,5.5,0.0,18.8,0.3,20.2
turkey bologna,59,4.5,1.2,1.9,1.1,1.3,0.8,3.2,0.1,21.0,0.3,18.1
sliced turkey breast,17,0.6,0.1,0.2,0.2,0.4,0.1,2.4,0.0,7.8,0.1,12.2
luncheon meat pork beef,99,9.0,3.2,4.2,1.0,0.7,0.0,3.5,0.0,15.4,0.4,13.8
beef bologna,90,7.8,3.1,3.7,0.4,1.3,0.6,3.3,0.0,17.1,0.3,16.6
turkey bacon cooked,313,22.9,6.8,8.9,5.6,2.5,0.0,24.3,0.0,80.4,1.9,26.7
ground emu cooked,178,5.1,1.4,2.1,0.7,0.0,0.0,31.0,0.0,94.8,0.025,71.8
ostrich leg raw,94,1.5,0.5,0.5,0.3,0.0,0.0,19.0,0.0,56.1,0.067,64.6
ostrich strip raw,108,2.4,0.8,1.0,0.5,0.0,0.0,20.1,0.0,62.1,0.086,63.0
emu fillet cooked,607,9.1,2.3,3.6,1.3,0.0,0.0,123.2,0.0,323.1,0.2,261.7
ostrich tenderloin raw,105,2.7,1.0,1.0,0.6,0.0,0.0,18.8,0.0,68.0,0.005,63.3
emu drums cooked,649,8.4,2.7,3.6,1.7,0.0,0.0,134.7,0.0,378.6,0.5,267.5
green turtle raw,25,0.1,0.015,0.093,0.074,0.0,0.0,5.6,0.0,14.2,0.099,22.2
ground bison cooked,448,21.6,8.7,8.2,1.0,0.0,0.0,63.6,0.0,177.5,0.2,162.7
goat meat raw,494,10.5,3.2,4.7,0.8,0.0,0.0,93.4,0.0,258.6,0.4,344.0
ground emu raw,157,4.7,1.2,1.9,0.7,0.0,0.0,26.6,0.0,80.7,0.062,85.3
ground ostrich raw,180,9.5,2.4,2.9,1.0,0.0,0.0,22.0,0.0,77.4,0.021,77.5
ostrich tip cooked,123,2.2,0.9,0.8,0.4,0.0,0.0,24.2,0.0,72.3,0.086,58.2
caribou cooked,210,6.4,2.5,2.0,1.0,0.0,0.0,38.0,0.0,141.2,0.004,86.4
ground ostrich cooked,163,6.6,1.7,2.0,0.7,0.0,0.0,24.3,0.0,77.2,0.099,62.4
ostrich leg cooked,120,1.6,0.6,0.6,0.3,0.0,0.0,24.7,0.0,62.1,0.016,59.5
ostrich top loin cooked,132,3.3,1.1,1.1,0.3,0.0,0.0,23.9,0.0,79.1,0.029,57.8
ostrich strip cooked,139,3.6,1.5,1.5,0.6,0.0,0.0,25.0,0.0,82.5,0.034,56.6
ostrich tip raw,97,2.0,0.7,0.7,0.4,0.0,0.0,18.6,0.0,61.2,0.041,64.7
ostrich round raw,99,2.0,0.7,0.7,0.4,0.0,0.0,18.7,0.0,60.4,0.074,64.3
ground bison raw,124,6.1,2.5,2.3,0.3,0.099,0.0,17.2,0.0,46.8,0.042,60.9
ostrich fan raw,99,2.3,0.8,0.8,0.4,0.0,0.0,18.5,0.0,62.1,0.04,64.5
ostrich top loin raw,101,2.5,1.0,0.9,0.5,0.0,0.0,18.4,0.0,63.8,0.073,64.0
veal brain cooked,461,32.6,7.4,5.9,5.1,0.0,0.0,38.9,0.0,10509.0,0.5,260.7
veal tongue cooked,515,25.8,11.1,11.8,1.0,0.0,0.0,65.9,0.0,606.9,0.2,163.4
beef heart cooked,47,1.3,0.4,0.3,0.3,0.057,0.0,8.1,0.0,60.0,0.024,18.6
turkey liver cooked,100,4.3,1.2,0.6,1.1,0.0,0.0,14.3,0.0,343.4,0.083,33.9
veal thymus cooked,35,0.9,0.3,0.3,0.066,0.0,0.0,6.4,0.0,99.1,0.036,20.8
beef brain cooked,688,55.6,13.1,14.0,8.1,0.0,0.0,44.1,0.0,7002.5,0.6,248.3
beef pancreas cooked,602,38.2,13.1,13.2,7.1,0.0,0.0,60.2,0.0,581.6,0.1,123.4
beef tripe cooked,80,3.4,1.2,1.4,0.2,1.7,0.0,10.0,0.0,133.5,0.045,69.4
chicken gizzard cooked,223,3.9,1.0,0.8,0.5,0.0,0.0,44.1,0.0,536.5,0.069,98.5
pork pancreas cooked,537,26.5,9.1,9.2,5.0,0.0,0.0,69.8,0.0,771.8,0.1,147.7
beef tongue cooked,80,6.3,2.3,2.9,0.2,0.0,0.0,5.5,0.0,37.4,0.029,16.4
lamb heart cooked,353,15.1,6.0,4.2,1.5,3.7,0.0,47.7,0.0,475.6,0.1,122.6
beef spleen cooked,447,12.9,4.3,3.4,1.0,0.0,0.0,77.3,0.0,1068.8,0.2,215.5
veal kidneys cooked,300,10.4,3.2,2.3,2.1,0.0,0.0,48.4,0.0,1455.4,0.2,124.5
chicken heart cooked,268,11.5,3.3,2.9,3.3,0.1,0.0,38.3,0.0,350.9,0.081,94.0
lamb tongue cooked,701,51.7,20.0,25.5,3.2,0.0,0.0,55.0,0.0,482.0,0.2,147.5
veal heart cooked,368,13.4,3.6,2.8,3.5,0.3,0.0,57.7,0.0,348.5,0.1,123.1
chicken liver cooked,76,2.8,0.9,0.6,0.6,0.5,0.0,11.3,0.0,248.2,0.079,28.7
lamb pancreas cooked,541,34.9,15.8,12.6,1.7,0.0,0.0,52.7,0.0,924.0,0.1,137.8
veal spleen cooked,445,10.0,3.3,2.7,0.7,0.0,0.0,83.1,0.0,1542.2,0.2,245.8
lamb liver cooked,739,29.6,11.5,6.2,4.4,8.5,0.0,102.7,0.0,1683.4,0.2,190.4
turkey gizzard cooked,70,2.1,0.5,0.4,0.3,0.0,0.0,11.9,0.0,203.4,0.031,31.1
lamp spleen cooked,460,14.1,4.7,3.7,1.0,0.0,0.0,78.1,0.0,1135.8,0.2,195.8
turkey heart cooked,35,1.5,0.4,0.3,0.4,0.0,0.0,5.0,0.0,71.8,0.046,13.4
beef liver cooked,130,3.6,1.2,0.4,0.4,3.5,0.0,19.8,0.0,269.3,0.068,40.0
lamb lungs cooked,431,11.8,4.0,3.0,1.6,0.0,0.0,75.7,0.0,1082.0,0.3,288.9
pork brain cooked,527,36.3,8.2,6.6,5.6,0.0,0.0,46.4,0.0,9748.6,0.3,289.9
goose liver,125,4.0,1.5,0.8,0.2,5.9,0.0,15.4,0.0,484.1,0.1,67.5
pork kidneys cooked,211,6.6,2.1,2.2,0.5,0.0,0.0,35.6,0.0,672.0,0.1,96.2
lamb brain cooked,503,35.3,9.0,6.4,3.6,0.0,0.0,43.5,0.0,7089.2,0.5,262.8
pork heart cooked,215,7.3,1.9,1.7,1.9,0.6,0.0,34.2,0.0,320.5,0.053,98.7
lamb kidneys cooked,349,9.2,3.1,2.0,1.7,2.5,0.0,60.3,0.0,1440.8,0.4,179.6
beef lungs cooked,364,11.2,3.8,2.9,1.5,0.0,0.0,61.8,0.0,839.3,0.3,231.5
veal pancreas cooked,614,35.0,12.0,12.1,6.5,0.0,0.0,69.8,0.0,0.0,0.2,133.7
pork liver cooked,584,15.6,5.0,2.2,3.7,13.3,0.0,92.1,0.0,1256.7,0.2,227.7
beef kidneys cooked,45,1.3,0.3,0.2,0.2,0.0,0.0,7.7,0.0,202.6,0.029,18.9
turkey giblets cooked,164,6.3,1.6,1.0,1.5,0.0,0.0,25.1,0.0,495.0,0.1,63.3
duck liver raw,60,2.0,0.6,0.3,0.3,1.6,0.0,8.2,0.0,226.6,0.089,31.6
veal liver cooked,154,5.0,1.6,0.9,0.9,3.0,0.0,22.7,0.0,408.8,0.046,47.9
pork lungs cooked,297,9.3,3.3,2.1,1.1,0.0,0.0,49.8,0.0,1161.0,0.2,240.0
veal lungs cooked,312,7.9,2.7,2.0,1.1,0.0,0.0,56.2,0.0,789.0,0.2,232.8
beef thymus cooked,1215,95.2,32.8,32.9,17.8,0.0,0.0,83.2,0.0,1120.1,0.4,201.3
ham,46,2.5,0.1,1.2,0.2,1.0,0.3,4.6,0.4,16.0,0.2,18.8
pork meat cooked,283,14.1,4.4,6.8,2.1,0.0,0.0,14.1,0.0,112.6,0.7,79.2
bacon roasted,43,3.3,1.1,1.5,0.4,0.1,0.0,3.0,0.0,8.8,0.034,1.0
pork top loin roasts raw,3644,182.8,35.1,40.8,14.3,0.0,0.0,468.4,0.0,1404.8,1.0,1539.6
pork blade roll raw,76,6.2,2.2,2.8,0.7,0.0,0.0,4.7,0.0,15.0,0.4,16.7
pork backribs raw,2399,174.9,61.9,73.5,28.7,0.0,0.0,204.2,0.0,739.0,0.9,679.8
pork spareribs cooked,703,53.6,19.7,23.9,4.8,0.0,0.0,51.4,0.0,214.2,0.2,71.5
pork stomach cooked,44,2.1,0.8,0.6,0.2,0.029,0.0,6.1,0.0,89.4,0.035,20.0
honey smoked ham cooked,67,1.3,0.6,0.9,0.2,4.0,0.0,9.9,0.0,12.1,0.5,38.5
